,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
50,203064.0,36.0,0,1,34.0,2,0,3,5.0,0,5.0,0,3.0,0,4,1,2.0,1,21237.0,0
51,204288.0,29.0,0,3,16.0,0,1,4,4.0,2,3.0,3,3.0,0,3,1,2.0,0,23931.0,0
52,204830.0,47.0,0,1,29.0,2,1,4,4.0,2,3.0,2,3.0,1,5,1,3.0,0,32652.25,1
53,203350.0,35.0,0,1,27.0,3,0,3,2.0,0,3.0,1,2.0,0,1,1,1.0,1,21263.0,0
54,203315.0,25.0,0,1,24.0,0,0,4,4.0,0,4.0,1,3.0,0,2,0,2.0,1,20888.0,1
55,204600.0,42.0,0,1,13.0,2,1,3,4.0,0,5.0,3,4.0,1,4,1,2.0,1,23399.0,0
56,204145.0,43.0,0,1,11.0,3,1,3,4.0,4,3.0,2,3.0,0,1,0,1.0,4,32652.25,0
57,201471.0,49.0,1,1,14.0,0,1,3,4.0,2,4.0,2,2.0,0,1,0,0.0,0,20130.0,0
58,200213.0,51.0,0,1,14.0,0,1,2,4.0,1,4.0,1,6.0,0,3,1,1.0,2,27490.0,0
59,200493.0,44.0,0,2,6.0,0,0,2,4.0,2,3.0,0,5.0,0,5,1,1.0,0,20985.0,0
60,203663.0,30.0,0,1,16.0,2,0,3,4.0,0,3.0,2,2.0,0,5,1,2.0,1,21652.0,0
61,200095.0,54.0,0,1,8.0,3,0,2,3.0,1,3.0,1,1.0,0,4,1,0.0,2,28549.0,0
62,200721.0,50.0,0,1,30.0,0,1,3,3.0,3,3.0,1,4.0,1,4,0,0.0,3,28973.0,0
63,200166.0,41.0,0,1,20.0,0,1,2,3.0,0,3.0,2,5.0,0,4,1,1.0,1,17451.0,0
64,203383.0,33.0,0,1,14.0,0,1,4,4.0,2,3.0,1,3.0,0,3,1,2.0,0,23561.0,1
65,201535.0,55.0,0,1,14.0,2,0,2,3.0,3,3.0,2,3.0,1,3,1,1.0,3,29756.0,0
66,200872.0,33.0,1,3,14.0,2,0,2,3.0,2,3.0,1,2.0,0,3,0,1.0,0,19539.0,0
67,204389.0,27.0,0,3,35.0,2,1,4,4.0,2,4.0,2,3.0,0,3,0,1.0,0,24950.0,0
68,203137.0,37.0,0,3,10.0,0,1,3,5.0,1,3.0,1,3.0,1,2,1,1.0,2,29003.0,1
69,201247.0,31.0,0,3,11.0,3,1,2,3.0,2,3.0,2,2.0,0,5,0,1.0,0,23346.0,0
70,200067.0,45.0,0,1,13.0,0,1,2,3.0,1,5.0,2,3.0,0,3,1,1.0,2,24724.0,0
71,204398.0,32.0,0,3,13.0,2,1,4,2.0,2,3.0,2,6.0,0,5,1,2.0,0,24138.0,0
72,202561.0,37.0,1,3,18.0,3,0,4,4.0,1,3.0,1,2.0,0,5,0,1.0,2,28416.0,0
73,202943.0,34.0,0,3,15.0,2,1,3,4.0,2,3.0,2,2.0,0,2,1,2.0,0,25782.0,0
74,203179.0,49.0,0,1,13.0,0,1,4,5.0,2,3.0,3,4.0,0,2,0,1.0,0,22918.0,0
75,200678.0,48.0,0,1,26.0,2,1,2,3.0,0,3.0,1,5.0,0,2,0,0.0,1,17259.0,0
76,201645.0,56.0,0,1,14.0,0,0,3,3.0,0,5.0,2,5.0,1,4,1,1.0,1,22262.0,0
77,203949.0,44.0,0,1,9.0,2,0,4,2.0,0,3.0,2,3.0,0,1,1,3.0,1,21323.0,0
78,204702.0,29.0,0,1,17.0,0,0,3,4.0,2,3.0,3,5.0,0,4,0,2.0,0,22338.0,0
79,201356.0,41.0,0,3,14.0,2,0,2,3.0,2,4.0,2,6.0,0,3,1,1.0,0,22262.0,0
80,203682.0,24.0,0,1,11.0,2,0,3,4.0,0,4.0,3,3.0,0,3,1,2.0,1,21973.0,0
81,203000.0,54.0,0,1,13.0,0,1,3,4.0,2,3.0,0,4.0,0,5,1,1.0,0,21128.0,0
82,202225.0,45.0,0,3,17.0,0,0,2,3.0,3,3.0,2,4.0,0,4,0,1.0,3,32650.0,0
83,204221.0,39.0,0,1,32.0,0,0,3,5.0,1,4.0,2,5.0,0,3,0,2.0,2,30739.0,0
84,201105.0,33.0,0,3,14.0,0,1,2,3.0,2,5.0,2,3.0,0,5,1,0.0,0,21392.0,0
85,201338.0,30.0,0,3,15.0,2,1,2,3.0,0,3.0,0,2.0,0,5,0,0.0,1,16081.0,1
86,203648.0,49.0,1,3,14.0,2,0,4,4.0,0,3.0,2,4.0,1,4,1,2.0,1,21333.0,1
87,201444.0,56.0,0,1,13.0,3,1,3,3.0,0,3.0,2,1.0,0,4,1,2.0,1,17339.0,1
88,200329.0,47.0,0,1,11.0,0,1,2,3.0,4,3.0,1,5.0,0,2,0,1.0,4,32652.25,0
89,200188.0,34.0,1,1,8.0,0,1,2,4.0,2,3.0,1,2.0,0,4,0,0.0,0,24547.0,0
90,202106.0,35.0,1,1,31.0,0,0,3,3.0,0,4.0,2,2.0,1,3,1,1.0,1,17022.0,1
91,204570.0,33.0,0,1,32.0,0,1,3,4.0,0,3.0,3,3.0,1,5,0,1.0,1,21473.0,1
92,200379.0,55.0,0,1,8.0,0,0,3,3.0,3,3.0,0,3.0,1,5,0,1.0,3,31659.0,0
93,200245.0,31.0,1,1,9.0,2,1,3,3.0,1,3.0,2,1.0,0,4,1,2.0,2,28675.0,0
94,204842.0,45.0,1,3,8.0,3,1,4,4.0,0,3.0,2,5.0,0,3,1,2.0,1,26656.0,1
95,200658.0,44.0,0,1,15.0,0,1,3,3.0,0,5.0,1,2.0,1,3,1,0.0,1,17559.0,0
96,201989.0,29.0,1,1,6.0,0,1,3,5.0,0,3.0,2,2.0,0,1,0,2.0,1,17720.0,0
97,204590.0,36.0,0,1,28.0,0,0,3,4.0,2,3.0,2,3.0,1,3,0,1.0,0,22692.0,0
98,202227.0,34.0,0,3,6.0,2,1,3,1.5,2,3.0,2,1.0,0,5,0,1.0,0,24725.0,0
99,200617.0,44.0,0,1,10.0,2,1,2,3.0,2,4.0,0,1.0,0,2,1,0.0,0,20933.0,0
100,204866.0,32.0,0,3,20.0,2,1,4,5.0,2,5.0,2,7.0,1,1,1,1.0,0,20980.0,1
101,201372.0,39.0,0,1,15.0,2,1,2,3.0,2,5.0,2,2.0,0,4,1,0.0,0,20151.0,0
102,203201.0,35.0,0,3,7.0,2,1,4,2.0,2,3.0,2,2.0,0,5,1,3.0,0,28403.0,0
103,202269.0,42.0,0,1,8.0,2,1,2,3.0,3,5.0,2,1.0,0,3,1,0.0,3,32652.25,0
104,201225.0,45.0,0,1,34.0,3,0,2,4.0,3,4.0,0,2.0,0,3,1,0.0,3,31704.0,0
105,201283.0,28.0,0,1,6.0,0,1,2,3.0,0,3.0,2,2.0,0,1,0,0.0,1,17044.0,0
106,204209.0,43.0,1,3,33.0,2,0,4,4.0,3,4.0,2,7.0,0,3,1,2.0,3,32203.0,0
107,203851.0,25.0,0,1,7.0,0,1,3,5.0,2,3.0,3,3.0,0,3,1,2.0,0,23295.0,0
108,202231.0,36.0,0,1,14.0,0,1,2,3.0,2,3.0,2,1.0,0,4,0,1.0,0,19834.0,1
109,202316.0,35.0,0,1,8.0,0,1,2,4.0,1,4.0,2,3.0,0,4,1,0.0,2,25274.0,0
110,200246.0,33.0,0,1,11.0,0,0,3,4.0,0,3.0,1,2.0,0,2,0,2.0,1,17911.0,0
111,203807.0,34.0,0,3,17.0,2,1,3,4.0,2,3.0,3,3.0,0,1,0,1.0,0,24165.0,0
112,203406.0,52.0,0,2,12.0,0,1,3,4.0,3,4.0,2,3.0,1,3,1,2.0,3,32652.25,0
113,202122.0,37.0,1,3,25.0,2,1,2,3.0,1,4.0,3,2.0,1,5,0,0.0,2,22642.0,0
114,202304.0,34.0,0,3,15.0,0,0,3,3.0,2,3.0,2,2.0,0,1,0,0.0,0,20714.0,0
115,202867.0,31.0,1,3,29.0,0,0,4,4.0,1,5.0,1,2.0,0,2,1,1.0,2,27090.0,0
116,204234.0,28.0,0,3,9.0,0,1,4,4.0,2,3.0,3,3.0,1,4,0,2.0,0,23156.0,0
117,204067.0,46.0,0,1,16.0,0,1,3,4.0,2,4.0,2,2.0,0,4,1,1.0,0,21026.0,0
118,203735.0,38.0,0,1,17.0,2,1,3,4.0,2,5.0,3,3.0,0,4,0,1.0,0,22891.0,1
119,203780.0,56.0,0,1,9.0,3,1,4,5.0,0,3.0,2,2.0,0,5,0,1.0,1,21340.0,0
120,202913.0,33.0,1,3,18.0,0,1,3,3.0,2,3.0,1,2.0,0,3,1,2.0,0,23385.0,1
121,203645.0,24.0,0,1,15.0,2,1,4,5.0,0,3.0,3,3.0,1,4,1,3.0,1,22667.0,1
122,203646.0,39.0,0,1,11.0,2,0,3,4.0,0,3.0,2,2.0,0,5,0,1.0,1,21984.0,0
123,200471.0,38.0,0,1,16.0,2,0,3,3.0,2,3.0,1,4.0,0,3,1,2.0,0,24824.0,0
124,201076.0,54.0,1,1,17.0,2,0,2,3.0,3,3.0,2,4.0,0,3,1,0.0,3,31032.0,0
125,203273.0,34.0,0,3,16.0,2,0,4,4.0,2,5.0,3,2.0,1,3,0,2.0,0,26902.0,1
126,203264.0,36.0,1,3,18.0,2,1,3,4.0,2,3.0,2,3.0,0,5,0,1.0,0,23646.0,0
127,201802.0,54.0,1,1,14.0,0,0,2,3.0,2,3.0,0,4.0,0,4,0,1.0,0,19869.0,0
128,202731.0,39.0,0,1,30.0,0,1,3,4.0,2,3.0,2,2.0,0,3,0,1.0,0,24423.0,0
129,204846.0,30.0,1,1,9.0,2,1,3,5.0,0,5.0,3,2.0,0,4,1,2.0,1,22017.0,1
130,200406.0,52.0,0,1,9.0,2,1,2,4.0,1,3.0,1,3.0,1,2,0,0.0,2,22969.0,0
131,204245.0,28.0,1,3,7.0,2,1,4,4.0,2,4.0,2,2.0,1,1,0,2.0,0,25027.0,0
132,202908.0,38.0,0,1,7.0,3,0,3,4.0,1,3.0,3,6.0,0,5,1,2.0,2,26169.0,0
133,201319.0,32.0,1,3,14.0,2,1,3,3.0,2,3.0,0,1.0,0,3,1,1.0,0,19648.0,0
134,204853.0,33.0,0,1,9.0,2,1,3,4.0,2,4.0,2,6.0,0,4,1,2.0,0,23561.0,1
135,201196.0,41.0,0,3,29.0,0,1,3,3.0,1,3.0,3,4.0,1,3,0,2.0,2,22082.0,0
136,204737.0,30.0,1,1,17.0,0,0,4,4.0,0,4.0,2,2.0,0,5,0,1.0,1,21969.0,0
137,200730.0,30.0,0,1,14.0,0,0,3,1.5,1,5.0,1,1.0,1,2,0,2.0,2,26416.0,0
138,200567.0,34.0,0,3,8.0,0,1,2,3.0,2,3.0,0,2.0,0,5,0,0.0,0,21274.0,0
139,204604.0,32.0,0,1,19.0,2,0,3,4.0,2,3.0,2,2.0,1,4,1,1.0,0,24533.0,0
140,203120.0,36.0,0,1,28.0,0,0,3,4.0,2,3.0,1,3.0,1,3,0,2.0,0,22692.0,0
141,202307.0,40.0,1,1,15.0,2,0,2,3.0,1,3.0,3,1.0,0,4,1,1.0,2,28499.0,0
142,200886.0,36.0,0,1,6.0,2,1,3,3.0,0,4.0,1,1.0,1,4,1,2.0,1,18579.0,0
143,201039.0,34.0,0,2,15.0,3,0,2,3.0,0,3.0,1,2.0,0,1,1,0.0,1,17742.0,1
144,204218.0,40.0,0,1,7.0,2,1,3,2.0,1,3.0,2,2.0,0,3,1,1.0,2,28291.0,0
145,202195.0,36.0,0,1,20.0,0,1,2,4.0,0,4.0,2,2.0,1,5,1,1.0,1,22262.0,1
146,204688.0,56.0,1,1,9.0,2,1,3,5.0,3,5.0,0,2.0,0,3,1,1.0,3,32652.25,0
147,201177.0,50.0,0,1,23.0,0,0,2,4.0,1,5.0,2,6.0,0,3,1,0.0,2,28269.0,0
148,202102.0,42.0,1,1,8.0,2,1,2,3.0,0,3.0,0,6.0,1,1,1,1.0,1,17515.0,0
149,203210.0,51.0,0,1,9.0,2,1,4,4.0,4,3.0,1,3.0,1,2,1,2.0,4,32652.25,0
150,202792.0,43.0,0,1,30.0,0,0,3,4.0,3,3.0,0,4.0,0,3,0,1.0,3,32652.25,0
151,204817.0,30.0,1,1,17.0,0,0,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,25301.0,1
152,203660.0,44.0,0,3,9.0,2,1,4,4.0,2,3.0,2,3.0,1,3,0,1.0,0,26525.0,0
153,201332.0,29.0,1,1,30.0,0,1,3,4.0,0,3.0,0,2.0,1,3,1,2.0,1,17439.0,1
154,200304.0,39.0,0,1,6.0,2,1,2,2.0,1,3.0,2,1.0,0,3,1,0.0,2,24613.0,0
155,201647.0,19.0,0,1,8.0,0,1,2,4.0,0,3.0,0,2.0,0,5,1,0.0,1,16102.0,1
156,200268.0,45.0,0,1,26.0,2,1,3,3.0,3,3.0,1,1.0,1,3,0,0.0,3,28496.0,0
157,202455.0,30.0,0,1,22.0,0,0,3,5.0,2,3.0,3,2.0,1,3,0,1.0,0,22871.0,0
158,202066.0,35.0,0,1,6.0,0,0,2,1.5,0,3.0,0,4.0,0,3,1,1.0,1,17506.0,0
159,203814.0,48.0,1,1,21.0,3,1,4,4.0,2,4.0,2,2.0,0,3,0,3.0,0,24145.0,0
160,200475.0,26.0,0,3,34.0,2,1,3,3.0,2,4.0,1,2.0,0,3,1,0.0,0,21272.0,0
161,203618.0,26.0,1,1,9.0,0,1,4,2.0,2,3.0,2,3.0,0,1,0,2.0,0,23884.0,0
162,203567.0,36.0,0,1,17.0,2,0,3,4.0,2,3.0,3,5.0,1,1,1,1.0,0,24820.0,0
163,200342.0,31.0,0,1,13.0,2,0,2,3.0,1,3.0,3,2.0,1,4,1,1.0,2,22143.0,0
164,201557.0,51.0,0,1,15.0,0,1,3,3.0,0,3.0,2,4.0,0,3,1,0.0,1,17075.0,0
165,202900.0,32.0,0,3,14.0,0,1,3,5.0,1,3.0,2,2.0,0,3,1,1.0,2,30235.0,0
166,203433.0,38.0,0,1,11.0,0,1,3,4.0,0,3.0,1,2.0,1,5,1,2.0,1,21674.0,0
167,203262.0,32.0,1,3,27.0,0,1,4,2.0,0,3.0,1,2.0,0,5,1,2.0,1,21469.0,0
168,202049.0,34.0,0,1,14.0,2,0,2,4.0,0,5.0,0,2.0,0,1,1,0.0,1,22262.0,0
169,201866.0,43.0,0,1,14.0,0,0,3,3.0,2,3.0,2,5.0,1,1,1,0.0,0,19522.0,0
170,204418.0,46.0,1,3,33.0,0,0,4,4.0,2,5.0,2,4.0,0,1,0,3.0,0,22964.0,1
171,203757.0,30.0,0,2,20.0,0,1,3,5.0,0,5.0,2,6.0,1,5,1,2.0,1,21013.0,1
172,202652.0,41.0,1,1,16.0,0,1,4,5.0,2,3.0,1,2.0,0,5,1,1.0,0,23554.0,0
173,200145.0,30.0,0,1,11.0,3,0,2,3.0,0,5.0,2,6.0,0,5,1,1.0,1,18204.0,0
174,204238.0,31.0,0,1,35.0,2,0,4,4.0,2,3.0,2,3.0,0,3,1,3.0,0,24453.0,0
175,202970.0,40.0,0,1,9.0,3,0,4,5.0,2,3.0,3,3.0,0,2,1,1.0,0,23231.0,0
176,204855.0,31.0,1,3,10.0,2,0,4,4.0,0,3.0,3,3.0,1,5,1,2.0,1,23305.0,1
177,203422.0,41.0,0,1,9.0,2,0,3,2.0,2,3.0,2,7.0,0,3,1,1.0,0,25055.0,0
178,202938.0,35.0,0,3,21.0,3,0,3,4.0,0,3.0,2,3.0,1,5,1,2.0,1,21257.0,0
179,200476.0,24.0,0,1,23.0,0,1,3,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17127.0,0
180,200989.0,37.0,0,1,10.0,0,1,2,3.0,0,3.0,1,1.0,1,5,1,1.0,1,17996.0,0
181,200404.0,28.0,0,1,14.0,2,1,3,3.0,2,5.0,2,2.0,0,2,0,0.0,0,19558.0,0
182,202666.0,38.0,1,1,18.0,0,1,3,4.0,1,3.0,2,3.0,1,3,0,2.0,2,30863.0,0
183,200496.0,36.0,0,3,28.0,3,1,2,3.0,0,3.0,0,2.0,0,2,1,1.0,1,18447.0,0
184,201402.0,31.0,0,1,8.0,2,0,2,5.0,0,3.0,2,2.0,1,5,1,0.0,1,16129.0,0
185,202380.0,23.0,1,3,7.0,0,0,2,3.0,0,4.0,0,2.0,1,5,1,1.0,1,16223.0,1
186,201119.0,38.0,0,3,20.0,0,1,3,3.0,2,4.0,2,1.0,0,5,1,2.0,0,24924.0,0
187,203876.0,38.0,0,1,17.0,0,0,3,2.0,1,3.0,2,3.0,1,1,0,2.0,2,32422.0,0
188,203400.0,57.0,0,2,15.0,0,1,3,4.0,4,3.0,0,7.0,0,4,1,1.0,4,32652.25,0
189,204757.0,27.0,0,1,10.0,2,1,3,2.0,0,3.0,2,3.0,0,5,1,2.0,1,23098.0,0
190,202245.0,43.0,0,3,31.0,2,1,3,4.0,1,3.0,2,6.0,0,4,1,1.0,2,25798.0,0
191,200646.0,53.0,0,3,14.0,2,1,3,3.0,3,3.0,1,6.0,0,3,0,2.0,3,26836.0,0
192,200906.0,34.0,0,1,26.0,3,0,2,1.5,0,3.0,1,1.0,0,1,1,0.0,1,17585.0,0
193,201354.0,56.0,0,1,30.0,0,1,3,3.0,0,3.0,0,2.0,0,3,0,0.0,1,17587.0,1
194,201919.0,36.0,1,1,14.0,0,0,2,3.0,0,3.0,2,2.0,0,1,1,1.0,1,22262.0,0
195,201335.0,36.0,0,1,25.0,0,1,2,3.0,2,3.0,2,1.0,0,5,1,0.0,0,22262.0,0
196,203439.0,44.0,0,1,13.0,2,0,4,5.0,2,3.0,3,3.0,1,4,1,2.0,0,22759.0,0
197,201539.0,36.0,0,1,15.0,2,1,3,4.0,0,3.0,2,1.0,1,1,1,2.0,1,18388.0,1
198,204769.0,38.0,0,1,8.0,0,0,3,5.0,2,3.0,2,3.0,0,1,0,1.0,0,25152.0,0
199,200422.0,19.0,0,2,8.0,3,1,2,4.0,0,3.0,0,2.0,0,3,1,1.0,1,17564.0,1
200,200018.0,53.0,0,3,8.0,0,0,3,4.0,3,3.0,1,3.0,0,3,1,0.0,3,30427.0,0
201,200674.0,58.0,0,1,11.0,3,0,2,4.0,1,4.0,2,3.0,1,5,1,1.0,2,25552.0,0
202,200956.0,56.0,0,2,14.0,0,1,2,3.0,4,4.0,0,7.0,0,4,1,1.0,4,32652.25,0
203,201828.0,36.0,1,3,6.0,2,0,2,3.0,2,3.0,3,5.0,0,1,1,1.0,0,21653.0,0
204,201777.0,38.0,0,1,31.0,0,0,2,4.0,1,4.0,2,4.0,0,3,0,1.0,2,27061.0,0
205,201514.0,36.0,1,1,6.0,2,0,2,3.0,2,3.0,0,2.0,0,3,1,0.0,0,22262.0,0
206,203667.0,48.0,1,3,16.0,0,1,3,5.5,3,3.0,2,2.0,0,5,1,2.0,3,31614.0,1
207,202153.0,25.0,0,3,25.0,2,1,2,4.0,0,4.0,2,2.0,1,1,0,1.0,1,17413.0,1
208,202246.0,20.0,1,3,15.0,2,0,2,3.0,0,3.0,0,2.0,1,4,1,0.0,1,17323.0,1
209,202901.0,19.0,1,3,12.0,2,1,4,4.0,0,4.0,0,3.0,1,4,1,3.0,1,20556.0,1
210,201785.0,43.0,1,1,16.0,0,0,2,3.0,0,3.0,0,1.0,0,5,0,0.0,1,17455.0,0
211,200032.0,30.0,0,1,15.0,2,1,2,4.0,0,3.0,0,2.0,0,4,1,1.0,1,17206.0,0
212,202926.0,32.0,0,3,20.0,2,1,3,4.0,2,5.0,2,4.0,0,2,0,1.0,0,22911.0,1
213,200344.0,35.0,0,1,11.0,3,1,3,3.0,1,4.0,3,1.0,0,3,0,0.0,2,23095.0,0
214,203933.0,39.0,0,1,9.0,0,1,3,4.0,0,3.0,3,7.0,1,1,0,1.0,1,22622.0,0
215,204430.0,24.0,0,1,11.0,2,1,3,2.0,0,5.0,2,4.0,0,4,0,2.0,1,21497.0,0
216,200516.0,23.0,0,1,10.0,2,1,2,2.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0,0
217,202686.0,42.0,0,1,26.0,0,1,3,4.0,2,5.0,2,4.0,0,2,1,1.0,0,21750.0,0
218,204042.0,23.0,0,1,9.0,3,1,4,4.0,0,3.0,2,2.0,0,5,1,1.0,1,21201.0,0
219,202458.0,29.0,0,1,31.0,0,1,3,5.0,0,3.0,0,7.0,1,2,0,1.0,1,20706.0,1
220,200755.0,45.0,0,3,17.0,0,0,2,3.0,3,3.0,1,4.0,0,4,1,1.0,3,32650.0,0
221,201210.0,33.0,0,1,27.0,2,1,3,1.5,0,4.0,2,2.0,0,1,1,1.0,1,17028.0,0
222,204692.0,47.0,0,1,15.0,0,0,4,5.0,2,5.0,2,2.0,1,1,1,3.0,0,23293.0,0
223,203793.0,27.0,0,1,7.0,0,0,3,5.0,0,3.0,2,3.0,1,4,0,1.0,1,21611.0,0
224,203032.0,51.0,0,1,9.0,2,1,4,4.0,3,3.0,1,3.0,0,2,0,2.0,3,32652.25,0
225,200899.0,49.0,0,1,10.0,2,1,2,4.0,4,3.0,1,3.0,0,3,0,0.0,4,32652.25,0
226,201792.0,32.0,0,1,8.0,2,0,3,1.5,2,3.0,0,1.0,0,3,0,0.0,0,20055.0,0
227,201398.0,33.0,1,1,13.0,0,1,2,3.0,2,3.0,2,2.0,0,5,1,1.0,0,20968.0,0
